Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Caribbean small states,CSS,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.20677386782459,59.54042963165163,60.35268638089646,60.779227301070065,61.20923208755445,61.56950738800789,61.902102287063585,62.174281042753215,62.443763097778536,62.668651921556226,62.844542737087615,63.03862253427929,63.23788680450878,63.41350113548402,63.67305580502097,63.9297174447629,64.14625783832915,64.3963473368914,64.60405504375598,64.82179911661487,65.0063461024536,65.26918027902973,65.47741677435378,65.5502678418384,65.93032852186411,66.07608958332266,66.16029020310206,66.28104959314446,66.41048478748517,66.61699587012585,66.7606766180791,66.92540118620927,67.13042679689788,67.29328502743728,67.35754490812836,67.32798599579006,67.41409808421298,67.5288752350013,67.80940086220745,68.05876252862934,68.28187805784661,68.55637213509573,68.73497845119724,68.90682784084687,69.1061625946141,69.37223445702209,69.6993529294753,70.0591377774964,70.28654850323768,70.5177494677969,70.6434045515844,70.81962507448432,70.88916416619229,71.01055622367913,71.25978262602072,71.40068101860534,71.651299122191,71.8075665293352,72.02628202980844,71.81619278151203,71.62762087993282,69.40059933879867,72.61478080667283,73.03354245313244,
Central Europe and the Baltics,CEB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2456.159361083193,2263.814935878984,2332.2457967338,2455.812761642568,2804.191925645581,3591.8005720034625,3806.965020103814,3756.478786109409,4117.289296380013,3997.132271158805,3959.0942925234717,4360.497476808252,4941.084945407735,5949.736779872901,7181.262145679928,8353.572000878185,9467.802376359823,11997.96321987295,14574.672779368171,12304.591245030026,12639.154036370477,14000.179269525335,13107.500121515985,13697.299303001631,14183.715484493965,12568.296505924534,12836.566633896236,14294.447017470593,16181.60737036841,16475.16147758397,16450.877508861468,19144.068553731704,19502.81693090884,22637.7950110942,
Central Europe and the Baltics,CEB,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.94347359948135,68.24496121416213,67.7237374383271,68.701000287311,69.1954166717968,69.35017390717431,69.85698524258365,69.35537929791349,69.57353613442254,69.06660273789684,69.34532377067394,69.51124415335103,69.97117124590883,70.10959837216335,70.36857003840285,70.18088847063996,70.3264076252347,70.24769365684075,70.1498874030423,70.2514817046331,69.89340965849135,70.37205017777737,70.45547331873172,70.38978516942959,70.3491148561342,70.31288346632365,70.56513603974433,70.61176333123417,70.86170822505203,70.73197225974845,70.65633133725859,70.57522130347742,70.73283713141566,70.84598661514481,70.8695439447473,71.02542142828905,71.33605801899508,71.51725806968221,71.89823767599563,72.18456107408748,72.71972472277905,73.09614819373432,73.24241548809215,73.3822527825258,73.73043493273815,73.84499513592112,74.09260273080976,74.25064872107684,74.57595267807791,74.93036392665765,75.29396577863139,75.88847488342819,76.00342259325366,76.3731263031382,76.68534245649619,76.57152401684263,76.96513151636006,76.92371204715607,76.96987660340581,77.25781092986173,76.00740262015272,74.70989562113941,76.64756408301933,77.89678364931534,
Early-demographic dividend,EAR,GDP per capita (current US$),NY.GDP.PCAP.CD,156.26695558446607,162.24727426876976,162.46804031183595,167.98781384399,187.77028671735889,198.67039428433503,192.04128909965846,197.78939947479844,210.33184028280237,229.3145622077345,238.11971672561262,250.2908858021536,269.68741203334184,336.7115428208529,460.5426406552704,481.0039996561462,512.7104964258375,559.4614662235539,624.2017075083347,716.8242013916,868.8312865118804,937.6843779237099,871.0000919305505,856.7556112872414,847.2013834455305,823.9573234750239,807.8830484990165,800.9862009573033,825.2287889900512,819.79311302096,937.5151679750204,971.7127799112964,1032.6287409096076,1090.580304106514,1122.832315774718,1122.3722748952252,1192.272493316556,1247.7531295966478,1209.0463466579781,1254.859342771958,1345.9609669296246,1310.8769943346815,1251.0089297792772,1368.1613371302826,1562.5942999793153,1787.4095494710043,2010.1427600047548,2341.1198995936898,2592.6252945322517,2455.4173723279127,2936.7053085462485,3259.608088788415,3356.981832013052,3357.744756405321,3424.5502589260996,3211.7801273314303,3262.3200180664794,3496.771648464922,3503.2132013792148,3527.5432717652216,3240.9515021807906,3732.868490694674,4076.36749050073,4256.784144482616,
Early-demographic dividend,EAR,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,46.913413752499736,47.40493714289446,47.85047470855329,48.25403102483261,48.735985585909596,47.751614240270584,48.755611403724174,49.435347339395314,50.4370799998856,50.83672038293216,50.75622658451224,50.13196450828786,51.945658445400625,52.3605692852105,52.80623125513094,53.22303126370839,53.74302700361412,54.31319389079286,54.825594403001894,55.52118756139195,56.06890717001471,56.52447199315048,57.0197488498526,57.451068113840826,57.989430268814296,58.47639720562372,58.93115336674924,59.52627822640472,59.90834790912389,60.34799267746922,60.63832613250428,60.92850000514936,61.39668542524668,61.7375698841275,61.97730084210878,62.4045286349908,62.742784300809596,63.09874157898043,63.436966597620064,63.77937980442623,64.21960982849338,64.55670545202999,64.96807467515586,65.27915504968453,65.51323927564654,65.9797864104925,66.39193000503447,66.76054673531287,67.02181875680033,67.49640824513901,67.82444346697285,68.26003806936508,68.60946302841214,68.96283778341102,69.32497588243035,69.63054844216639,69.94848370848348,70.2729949393554,70.54866599215035,70.8424064605001,69.8801308490982,68.17909948396336,71.43045525086939,71.79507890947426,
East Asia & Pacific,EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,150.69074578496998,151.62154713197137,153.06898836249297,166.76265667819442,187.0642431104084,203.41415402094873,221.87931129811608,235.3996900593118,253.74912844051173,285.203486102338,320.18114775557723,346.62779272239544,420.9826273178206,542.7532329897953,613.3980787858179,659.1060814934403,713.0451482797647,836.7763767674143,1041.1745947819693,1113.598325679976,1187.091696297343,1288.0412280557891,1241.2733406369643,1300.0553328372453,1369.8390793258118,1423.135096551923,1831.2015093455475,2115.4377472191186,2502.058647159195,2564.915711281118,2637.0605726046965,2936.4778173591976,3167.0169073640554,3497.4352278691267,3862.9471674934493,4332.6988759789765,4124.556411483597,3896.451234855575,3448.604619765651,3813.6126154926687,4086.5181236252984,3765.764966406334,3793.345414912706,4138.943937790732,4606.368382794968,4878.311075503262,5131.872991382168,5691.537334811904,6514.168315830646,6654.358926500514,7712.665044922016,8875.655491422347,9416.215898548775,9446.409165152363,9672.058567918333,9562.106163507558,9832.130362909305,10428.632178228376,11285.897229853364,11458.795842252031,11464.101285598834,13117.398986427472,12889.906198388868,12908.63770767828,
East Asia & Pacific,EAS,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.70821339039837,46.3219218941066,53.3100671112346,53.910615768389725,54.51161556198439,54.382811930880166,55.3828850035083,56.31844617184934,56.780729741713834,57.497717185804966,58.10740908909759,58.895127762643405,59.433906218133615,60.238243821544756,60.81461127006621,61.52470404906353,61.88885762633017,62.863028163868876,63.41621294054149,64.05521388681277,64.51964901934865,64.99151617014503,65.45236414103611,65.88211067192638,66.30525180345904,66.68699906920476,67.03938236672552,67.41176975223354,67.7134506958699,68.04971154491743,68.28254810310105,68.67519259911431,69.06510627254217,69.46456803834963,69.76099573613855,70.02439777827352,70.43330377477052,70.79012895488897,71.0996369774154,71.36755326677604,71.70283232402993,72.04130599887725,72.35710581074582,72.73469089388124,72.81266059689402,73.29843455126812,73.56404400346146,73.89485135043324,73.84816299439966,74.36834717157859,74.62997900506882,74.82528305921909,75.10597268647449,75.33477298640055,75.5644270391791,75.79260101929916,75.98701667321025,76.0789923585537,76.39142293831708,76.58626192934499,76.54343760802313,76.15300937569506,76.67678366202283,76.65947658887359,
East Asia & Pacific (excluding high income),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,90.12927383492496,79.43800297214311,71.5006803054479,75.39705007846655,84.99694110144945,96.65045958502759,102.90820215608416,97.37652585135619,95.91158849452586,104.97713701882739,113.78711496729883,118.9736239254403,132.1800259294474,162.46108089815698,180.22142928807483,198.46627034474702,198.352324939481,225.0186567416702,214.99701719126284,245.04949015729454,278.4274997664876,292.711100051867,302.23868244840367,311.16201991417574,331.81059439598414,357.5130860418209,350.65936921564725,340.6196463170234,371.5794720931738,395.0366728876421,416.499485584192,445.1043134229881,492.0974159185556,532.7923201081205,632.6541456604022,770.1438971434059,873.28952192734,892.1315337552812,804.4715306871311,876.1670579820264,954.4651712056243,1006.0015527371787,1103.590672854939,1238.620986386573,1424.599711125865,1637.0240994869464,1956.0334535195223,2453.5044186396512,3080.2362273512576,3314.6014501000564,4004.410054693916,4853.385351654901,5364.23069934233,5867.354665787744,6276.042179243362,6482.993156268877,6575.525088179597,7133.00005851308,7925.4247645824835,8153.621405871019,8245.715215777142,9795.31938942758,9901.264099204896,9900.613565175925,
East Asia & Pacific (excluding high income),EAP,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.84668000401218,43.07185908136374,51.16811210361937,51.76814505734727,52.417158813358846,52.25819797270253,53.39335948452531,54.28921505518865,54.83245929534378,55.62854500526388,56.32039312819553,57.130370963315585,57.71565128840676,58.62284558051583,59.239288952142644,59.98685099265841,60.357347493873476,61.415143115923485,62.00754401583441,62.685171516087145,63.21127310363199,63.699859223951854,64.17536575415595,64.65567762822093,65.08630452162484,65.48522428440229,65.83803433859919,66.21832268558774,66.5626810949702,66.90377130599092,67.15058425458012,67.56600027003938,68.00061078899199,68.42322382603095,68.72117847849759,69.0308782434899,69.42573851369112,69.79484380079948,70.1277624206179,70.42265912146063,70.73570715852371,71.07409238721556,71.39674996205693,71.80399562864999,71.85880092291933,72.39832664458248,72.65187043631714,72.99375366482646,72.92413762209334,73.46778781465969,73.76163906096336,73.98574531564007,74.25978720532278,74.48593237860109,74.71945281217454,74.95112438487394,75.15591176634337,75.23967148803062,75.57828618156,75.76896903215089,75.69763932950636,75.27814184108493,75.93254094369028,75.8806830895266,
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (current US$),NY.GDP.PCAP.CD,91.22923330827687,80.43232278755461,72.40471200116522,76.34940624054501,86.07168870413956,97.87364704581847,104.20909360177973,98.61092648455224,97.13101310792922,106.31269097412233,115.23488241452209,120.48655743403268,133.862271337998,164.5261822230363,182.51239695709864,200.9852719137218,200.86721602854635,227.86115069923633,217.71164116457695,248.13303456363366,281.92160311840587,296.3817609001557,306.019670596576,315.04142731871195,335.93910968994686,361.9484506116043,355.00391452249386,344.8334583024672,376.164583049286,399.90536888087297,421.6268077740019,450.576380214553,498.1376488673531,539.320539849609,640.400703062123,779.5534354624383,883.9202032413043,902.9536782454985,814.2029769475694,886.7178036964526,965.915605536413,1018.0250808827334,1116.719580262306,1253.3020327134639,1441.454268443984,1656.34064911147,1979.0220535000205,2482.2151080463213,3116.1370361509003,3353.0942345579697,4050.730807112888,4909.301567439479,5425.752996935589,5934.337561768034,6347.420969149224,6556.498725517566,6649.867359917364,7213.360717897799,8014.497662518846,8245.101610712161,8338.137760369851,9905.154403552178,10012.44947437059,10011.994131599839,
East Asia & Pacific (IDA & IBRD countries),TEA,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.60876276584979,42.891085822099065,51.08833788323046,51.688710430890694,52.33841975937115,52.16878743081252,53.310837478880025,54.20965397706385,54.75093077070975,55.54891477235908,56.241491935564355,57.054217923273384,57.639340890948915,58.551277958045695,59.16918814508619,59.92028623672755,60.289174270139554,61.35489568132471,61.948930569858526,62.629688033268735,63.15675952528314,63.64594291183031,64.12214350334789,64.60348166512868,65.03488405682447,65.43453324810524,65.78801805785507,66.17051250875842,66.51579425553895,66.8586401713104,67.10594181736393,67.52381039082084,67.96029401829071,68.3913925018719,68.69761758494283,69.14136993803719,69.54045946031609,69.9134519791432,70.25015447338238,70.54828661097163,70.86508266111014,71.20773699304276,71.53435290205901,71.8352733706059,71.8921244592524,72.440234089532,72.69834473311596,73.04503310893939,72.97073219122674,73.51610195634174,73.80659808731714,74.0266932049917,74.29711262581178,74.5190033698096,74.74798220207491,74.9777768374826,75.18322699554773,75.26716401858589,75.61012415443476,75.80428772345341,75.73384970546995,75.30098060601989,75.9610347461336,75.90856436038071,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,930.646698077758,1026.6054060130214,1125.7841383799164,1228.3767817909873,1349.1459182365402,1462.1376374803353,1569.2425614195927,1655.91845200352,1768.5334478355337,1962.3442935109715,2210.5351575088735,2491.161362681462,2989.5979293538035,3857.615661937308,4350.250301827228,5015.424343252591,5213.0739459464485,5908.687187050658,7203.605630989126,8690.83858906658,9689.637562895632,8385.374489946564,8096.364480043906,7882.8874767104035,7550.829866432587,7742.595063232744,10846.472890861627,13379.95320435044,14667.432647644162,14916.081206225062,18683.51162037688,19305.46501589209,21178.52564200028,19310.81300839211,20344.765519417644,23430.24209882721,23652.352084141254,21582.230213919273,22144.694863553443,22011.260988074137,20039.400266300534,20289.82936662474,22049.34823852735,27017.620907152945,30816.540152414553,31800.443033357184,33671.931401332455,38580.616203137986,42222.57824373593,38519.97017942671,37555.17226746366,40651.69334024125,37558.51845643547,39109.17660267007,39926.344342776916,34415.61535491217,35178.85026978658,37181.13430446042,40068.52154643395,39217.38399660295,38241.575651908235,42978.8817916638,41454.16602481863,45130.124053987376,
Euro area,EMU,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.26438373908059,69.66111143677463,69.63674369480972,69.7972724163529,70.34596726807655,70.42929936714164,70.68042752285429,70.86223181096328,70.7719681967319,70.68871161202436,71.1076329543518,71.25839870125378,71.61014592158635,71.72179994953989,72.05914324728302,72.12825489647268,72.45560088757928,72.89232839848036,73.04525972713061,73.3842963657177,73.53245971396439,73.80772541529991,74.15162247978195,74.22251865892349,74.61974857325879,74.75932030195698,75.05312075804251,75.36574249473152,75.55767760588421,75.74310846841578,75.81767104470447,75.96768045971798,76.30772121283877,76.41320909877587,76.72417940484847,76.88231333594995,77.14832367633986,77.50886811405763,77.71890672948064,77.94563627209541,78.19977933404668,78.5435295381761,78.63398524192986,78.65541657701715,79.23149615073802,79.37401868559517,79.80659530585015,80.04647061615707,80.2496861736106,80.4538613502025,80.69681318509168,81.18071866353009,81.18073947124059,81.46786078256477,81.89507293789038,81.52110919430413,81.90987838160505,81.8859911926842,82.00419055904023,82.2807366208473,81.48750668943401,81.58381965993134,81.62098749405081,82.19494326653239,
Europe & Central Asia,ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,638.4677111513569,694.4120759964316,750.7804387675674,811.715812647268,886.9585307122917,956.747143631152,1024.944692637283,1078.8231466287575,1126.278836670657,1238.1450745488091,1381.236340880815,1546.8241488346237,1839.7550002576731,2322.4120122469953,2604.650284454966,3019.045820166275,3117.1157180742052,3501.803701737983,4262.566245016789,5162.308400455136,5795.046636775759,5128.57238440136,4914.187552150832,4738.387063662254,4527.695075955943,4656.165325489347,6311.771077068912,7746.164470059355,8570.659908773558,8630.891055392614,10494.294154942376,10763.97021708505,11480.984397737344,10513.470435403598,10969.104256977918,12648.027132721789,12886.190899144767,12204.301602879334,12504.219669002332,12364.716892292454,11645.081683337703,11749.497136592838,12843.699668513507,15577.407753074735,18105.815262203178,19219.886277161382,20756.97262394608,24183.35541594461,26512.676489581125,23249.131192134304,23699.495144753426,26241.043510487547,25165.126934470827,26175.770321409735,26425.75247829229,22657.309494109217,22476.266879833194,23755.738099931987,25340.153655829337,24958.385975360696,24091.341689573837,27591.24374970412,27731.769537544176,29789.154029510017,
Europe & Central Asia,ECS,Gini index,SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.4196028046361,67.73503356269869,67.6933237697874,68.04063253126112,68.52553229405319,68.59380241816288,68.80801306320464,68.86390366606788,68.8261571131827,68.68054390744076,68.9792127591272,69.15415495385014,69.38522541690358,69.49515248849825,69.70925870558527,69.64712683910871,69.7716657665012,69.99334843098691,70.07047927407946,70.20551553627868,70.28168833044127,70.56515999000753,70.87225878783136,70.92276264622738,71.06299591655454,71.30250728563729,71.81167821704204,72.02672331307892,72.10570677098464,72.22499583648658,72.19438741495777,72.15369098416188,71.8543255950138,71.53161654482078,71.68712434337574,71.83026339790871,72.24992223412058,72.64530068951593,72.9146919478517,72.83900826539666,73.11379485439802,73.35587863361903,73.44624837947644,73.56217902038146,73.98698486472342,74.15221166265762,74.63788734083928,75.00638388695991,75.29967578333523,75.68616401437306,75.99172452235553,76.47527091099514,76.67650659258462,77.03185390219538,77.35620315066151,77.33362120656247,77.68399063708007,77.90161122750084,78.03320184008618,78.3034868293731,77.17461023889767,76.7258520529865,77.83558230851155,78.38508391385244,
Europe & Central Asia (excluding high income),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.014475229543,1299.1188782727759,1455.3399678527878,1720.4685175569975,1641.6277144255719,1566.8502483485254,1607.9568783223206,1253.9923406628818,1430.4560113126888,1511.4856262362578,1598.6050145073655,1940.27767700641,1765.5224658148259,1788.2320621402828,1526.979789693995,1768.7780366523932,2245.297839112909,2876.768379344079,3566.868996338674,4129.793670477384,5187.178280244548,6167.5038289232825,5103.744340651857,5994.38483353001,6762.379471198704,7072.258246765914,7646.123412590072,7272.8844478842575,6282.673040989669,5977.234888352936,6111.817063715119,5952.3522646188085,6020.750795451017,5733.538811728695,6623.504790250772,7247.734916791812,8548.010377569697,
